,symbol,date,dividend
239173,NBH,2020-04-29,0.0624
239174,NBO,2020-04-29,0.0393
239175,NBW,2020-04-29,0.0448
239176,AES,2020-04-30,0.1433
239177,AFGH,2020-04-30,0.375
239178,AGX,2020-04-21,0.25
239179,ALLY,2020-04-30,0.19
239180,AM,2020-04-29,0.3075
239181,AON,2020-04-30,0.44
239182,AOS,2020-04-29,0.24
239183,APA,2020-04-21,0.025
239184,ARC,2020-04-29,0.01
239185,ASG,2020-04-23,0.11
239186,ATR,2020-04-28,0.36
239187,AVAL,2020-04-30,0.024
239188,BGB,2020-04-22,0.102
239189,BGH,2020-04-21,0.1056
239190,BGX,2020-04-22,0.112
239191,BIF,2020-04-22,0.102
239192,BK,2020-04-27,0.31
239193,BLX,2020-04-24,0.25
239194,BMO,2020-04-30,0.764
239195,BPMP,2020-04-29,0.3475
239196,BSAC,2020-04-24,0.4154
239197,BSL,2020-04-22,0.098
239198,BWG,2020-04-22,0.07
239199,BX,2020-05-01,0.39
239200,C,2020-05-01,0.51
239201,CAG,2020-04-29,0.2125
239202,CE,2020-04-24,0.62
239203,CFG,2020-04-28,0.39
239204,CLX,2020-04-21,1.06
239205,CRT,2020-04-29,0.0859
239206,CTAA,2020-04-29,0.4278
239207,BGRN,2020-05-01,0.1283
239208,BNDW,2020-05-01,0.1128
239209,CANG,2020-05-01,0.25
239210,OCCIP,2020-04-22,0.1432
239211,TEAF,2020-04-22,0.1085
239212,GAINL,2020-04-23,0.1328
239213,IGIB,2020-05-01,0.1591
239214,IGSB,2020-05-01,0.1202
239215,NVT,2020-04-23,0.175
239216,OCCI,2020-04-22,0.1734
239217,PRS,2020-04-30,0.352
239218,LMRKN,2020-04-30,0.4375
239219,PVL,2020-04-29,0.029
239220,BND,2020-05-01,0.1738
239221,RCA,2020-04-30,0.4375
239222,CSSEP,2020-04-29,0.2031
239223,USIG,2020-05-01,0.1576
239224,WBND,2020-05-01,0.0537
239225,WINC,2020-05-01,0.188
239226,DCP,2020-04-30,0.39
239227,DKL,2020-05-04,0.89
239228,DNP,2020-04-29,0.065
239229,DRUA,2020-04-28,0.3281
239230,EFC,2020-04-29,0.08
239231,EGIF,2020-04-24,0.085
239232,ENLC,2020-04-30,0.0938
239233,EPD,2020-04-29,0.445
239234,EPR,2020-04-29,0.3825
239235,EQM,2020-05-04,0.3875
239236,ERF,2020-04-29,0.007
239237,EV,2020-04-29,0.375
239238,FCT,2020-05-01,0.0825
239239,FDEU,2020-05-01,0.06
239240,FIV,2020-05-01,0.0203
239241,FLC,2020-04-22,0.115
239242,FMY,2020-05-01,0.06
239243,FPF,2020-05-01,0.1325
239244,FPL,2020-05-01,0.0375
239245,FRC,2020-04-29,0.2
239246,FSD,2020-05-01,0.11
239247,GEL,2020-04-30,0.15
239248,GJT,2020-04-29,0.0185
239249,EVTC,2020-05-01,0.05
239250,IDA,2020-05-04,0.67
239251,IGD,2020-05-01,0.04
239252,IID,2020-05-01,0.03
239253,ITUB,2020-05-01,0.003
239254,JMPD,2020-04-30,0.4531
239255,KMI,2020-05-01,0.2625
239256,KNOP,2020-04-30,0.52
239257,KOF,2020-05-01,1.2783
239258,KRP,2020-05-01,0.17
239259,KTH,2020-04-28,1.0
239260,LNT,2020-04-29,0.38
239261,MATX,2020-05-06,0.22
239262,MC,2020-05-01,0.255
239263,MDC,2020-05-05,0.33
239264,MDLX,2020-04-29,0.4297
239265,HEP,2020-05-01,0.35
239266,MPV,2020-05-01,0.2
239267,MS,2020-04-29,0.35
239268,MSB,2020-04-29,0.56
239269,MTR,2020-04-29,0.0176
239270,NEP,2020-05-06,0.555
239271,NGL,2020-05-06,0.2
239272,NI,2020-04-29,0.21
239273,NNN,2020-04-29,0.515
239274,NRG,2020-04-30,0.3
239275,NWN,2020-04-29,0.4775
239276,O,2020-04-30,0.233
239277,OHI,2020-04-29,0.67
239278,ORC,2020-04-29,0.055
239279,PAA,2020-04-30,0.18
239280,PAGP,2020-04-30,0.18
239281,PBT,2020-04-29,0.023
239282,PNM,2020-04-30,0.3075
239283,PNW,2020-05-01,0.7825
239284,PPX,2020-04-28,0.3688
239285,MCI,2020-05-01,0.24
239286,PSXP,2020-04-30,0.875
239287,PZN,2020-04-30,0.03
239288,HESM,2020-05-01,0.431
239289,REVG,2020-04-29,0.05
239290,SBNA,2020-04-30,0.4219
239291,SBS,2020-05-01,0.2518
239292,SC,2020-05-07,0.22
239293,SCHW,2020-05-07,0.18
239294,SHLX,2020-05-04,0.46
239295,SID,2020-05-04,0.0017
239296,SJT,2020-04-29,0.0083
239297,SLG,2020-04-29,0.295
239298,SNY,2020-04-30,1.7534
239299,SON,2020-05-07,0.43
239300,SPH,2020-05-04,0.6
239301,SQM,2020-04-29,0.2541
239302,SRLP,2020-05-04,0.6675
239303,STAG,2020-04-29,0.12
239304,STL,2020-05-07,0.07
239305,SKT,2020-04-29,0.3575
239306,STZ,2020-05-04,0.75
239307,SUN,2020-05-06,0.8255
239308,SWP,2020-04-30,1.3438
239309,SXT,2020-05-07,0.39
239310,SYF,2020-05-01,0.22
239311,TCP,2020-04-30,0.65
239312,TGP,2020-04-30,0.25
239313,SGU,2020-05-01,0.1325
239314,TRGP,2020-04-30,0.1
239315,TVE,2020-04-29,0.21
239316,UBS,2020-05-05,0.365
239317,USDP,2020-05-04,0.111
239318,VOC,2020-04-29,0.03
239319,WAB,2020-05-07,0.12
239320,WBS,2020-05-05,0.4
239321,WCN,2020-05-04,0.185
239322,WES,2020-04-30,0.311
239323,WFC,2020-05-07,0.51
239324,WMK,2020-05-08,0.31
239325,WMT,2020-05-07,0.54
239326,WSR,2020-05-01,0.035
239327,X,2020-05-08,0.01
239328,ZTR,2020-05-08,0.113
239329,ISBC,2020-05-08,0.12
239330,JBHT,2020-05-07,0.27
239331,KFFB,2020-04-29,0.1
239332,LBAI,2020-05-08,0.125
239333,LKOR,2020-05-01,0.1478
239334,LMRK,2020-05-01,0.2
239335,LMRKO,2020-04-30,0.4938
239336,LSBK,2020-05-06,0.12
239337,LSTR,2020-05-06,0.185
239338,LYTS,2020-05-01,0.05
239339,ISTB,2020-05-01,0.1008
239340,IUSB,2020-05-01,0.1217
239341,MATW,2020-05-01,0.21
239342,MBB,2020-05-01,0.218
239343,MBSD,2020-05-01,0.0603
239344,MMLP,2020-05-07,0.0625
239345,MPB,2020-05-08,0.18
239346,MRLN,2020-05-08,0.14
239347,MTBCP,2020-04-29,0.2292
239348,WLKP,2020-05-08,0.4714
239349,LVHD,2020-05-07,0.286
239350,NBN,2020-05-06,0.01
239351,NSEC,2020-05-01,0.06
239352,NWBI,2020-05-06,0.19
239353,OCFC,2020-05-01,0.17
239354,OFED,2020-05-06,0.1
239355,OPB,2020-05-07,0.11
239356,ORRF,2020-05-01,0.17
239357,OSBC,2020-04-30,0.01
239358,PBCT,2020-04-30,0.18
239359,PCTI,2020-05-07,0.055
239360,PEBO,2020-05-01,0.34
239361,PFF,2020-05-01,0.1697
239362,PLBC,2020-04-30,0.12
239363,PNFP,2020-04-30,0.16
239364,PSEC,2020-04-29,0.06
239365,PUB,2020-05-01,0.14
239366,PVBC,2020-04-29,0.03
239367,FDUSZ,2020-04-30,0.375
239368,RBB,2020-04-29,0.06
239369,RBNC,2020-05-07,0.1
239370,PPBI,2020-05-07,0.25
239371,PZZA,2020-05-08,0.225
239372,RUSHA,2020-05-06,0.13
239373,RUSHB,2020-05-06,0.13
239374,SBFG,2020-05-07,0.1
239375,SBLKZ,2020-04-30,0.5188
239376,SBNY,2020-05-01,0.56
239377,SBUX,2020-05-07,0.41
239378,SCHL,2020-04-29,0.15
239379,SCHN,2020-05-08,0.1875
239380,SFBC,2020-05-07,0.15
239381,SHV,2020-05-01,0.0912
239382,SHY,2020-05-01,0.0724
239383,SIMO,2020-05-06,0.3475
239384,SIRI,2020-05-07,0.0133
239385,SKOR,2020-05-01,0.1216
239386,SMBK,2020-05-07,0.05
239387,SONA,2020-05-08,0.1
239388,SRCE,2020-05-04,0.28
239389,SRET,2020-05-05,0.065
239390,SSB,2020-05-07,0.47
239391,RELL,2020-05-05,0.06
239392,SUSB,2020-05-01,0.0461
239393,SUSC,2020-05-01,0.06
239394,SLQD,2020-05-01,0.1115
239395,TLT,2020-05-01,0.2162
239396,TXN,2020-05-01,0.9
239397,VBTX,2020-05-06,0.17
239398,VCIT,2020-05-01,0.218
239399,VCLT,2020-05-01,0.3025
239400,VCSH,2020-05-01,0.1691
239401,VGIT,2020-05-01,0.0933
239402,VGLT,2020-05-01,0.1553
239403,VGSH,2020-05-01,0.0705
239404,VMBS,2020-05-01,0.0951
239405,VRTS,2020-04-29,0.67
239406,VTC,2020-05-01,0.2222
239407,VWOB,2020-05-01,0.2544
239408,WABC,2020-05-01,0.41
239409,WAFD,2020-05-07,0.22
239410,WSFS,2020-05-07,0.12
239411,WTBA,2020-05-05,0.21
239412,WTFC,2020-05-06,0.28
239413,WVFC,2020-05-08,0.1
239414,YLCO,2020-05-07,0.115
239415,ZION,2020-05-07,0.34
239416,AAPL,2020-05-08,0.82
239417,AGNC,2020-04-29,0.12
239418,TECH,2020-05-08,0.32
239419,AMSWA,2020-05-07,0.11
239420,AMTD,2020-05-05,0.31
239421,ARTNA,2020-05-07,0.2496
239422,ATLO,2020-04-30,0.25
239423,BFIN,2020-05-05,0.1
239424,FRAF,2020-04-30,0.3
239425,PSTL,2020-05-08,0.2
239426,TECTP,2020-05-04,0.225
239427,NRUC,2020-04-30,0.3438
239428,BKEP,2020-05-01,0.04
239429,BKEPP,2020-05-01,0.1787
239430,BMRC,2020-04-30,0.23
239431,BNDX,2020-05-01,0.0465
239432,BOKF,2020-05-08,0.51
239433,BPFH,2020-05-07,0.12
239434,CASY,2020-04-30,0.32
239435,CATC,2020-05-06,0.53
239436,CCD,2020-05-12,0.167
239437,CCLP,2020-04-30,0.01
239438,CFFN,2020-04-30,0.085
239439,CG,2020-05-11,0.25
239440,CHI,2020-05-12,0.08
239441,CHW,2020-05-12,0.07
239442,CHY,2020-05-12,0.085
239443,CMCO,2020-05-01,0.06
239444,CGO,2020-05-12,0.1
239445,BCBP,2020-05-07,0.14
239446,CPLP,2020-05-07,0.35
239447,CSFL,2020-05-07,0.14
239448,CSQ,2020-05-12,0.0925
239449,CWBC,2020-05-07,0.045
239450,DCOM,2020-05-05,0.14
239451,CBAN,2020-05-07,0.1
239452,DMLP,2020-05-01,0.4779
239453,DWFI,2020-05-01,0.0679
239454,EBTC,2020-05-08,0.175
239455,EFAS,2020-05-05,0.0475
239456,EMB,2020-05-01,0.3791
239457,ETFC,2020-05-12,0.14
239458,EVGBC,2020-05-01,0.026
239459,EVLMC,2020-05-01,0.0194
239460,EWBC,2020-05-01,0.275
239461,FALN,2020-05-01,0.1305
239462,FANG,2020-05-13,0.375
239463,FBIZ,2020-05-01,0.165
239464,FBMS,2020-05-08,0.1
239465,FCBC,2020-05-07,0.25
239466,FCCO,2020-05-01,0.12
239467,FCCY,2020-05-11,0.09
239468,FCEF,2020-05-12,0.0975
239469,FELE,2020-05-06,0.155
239470,FIBK,2020-05-08,0.34
239471,FSBW,2020-05-06,0.21
239472,GABC,2020-05-07,0.19
239473,FRBA,2020-05-07,0.03
239474,GLPI,2020-05-12,0.6
239475,GMLP,2020-05-06,0.0202
239476,GMLPP,2020-05-07,0.5469
239477,GROW,2020-05-08,0.0025
239478,HAFC,2020-05-08,0.12
239479,HBCP,2020-05-08,0.22
239480,HFWA,2020-05-12,0.2
239481,HNDL,2020-05-13,0.0421
239482,HOPE,2020-05-07,0.14
239483,HSII,2020-05-07,0.15
239484,HTBK,2020-05-06,0.13
239485,IBCP,2020-05-04,0.2
239486,IBTX,2020-05-08,0.25
239487,INTC,2020-05-06,0.33
239488,CWT,2020-05-08,0.2125
239489,ED,2020-05-12,0.765
239490,ACC,2020-05-08,0.47
239491,BFY,2020-05-14,0.0505
239492,BHV,2020-05-14,0.0455
239493,BLE,2020-05-14,0.058
239494,BZM,2020-05-14,0.0395
239495,CLM,2020-05-14,0.1853
239496,CMCL,2020-05-14,0.075
239497,CQP,2020-05-06,0.64
239498,CRF,2020-05-14,0.1796
239499,CTO,2020-05-08,0.25
239500,DMF,2020-05-13,0.035
239501,EAD,2020-05-11,0.059
239502,ERC,2020-05-11,0.0982
239503,ERH,2020-05-11,0.0803
239504,EVY,2020-05-08,0.0433
239505,GGN,2020-05-13,0.05
239506,GLU,2020-05-13,0.1
239507,GORO,2020-05-08,0.0033
239508,MHE,2020-05-14,0.04
239509,MVF,2020-05-14,0.0335
239510,MZA,2020-05-14,0.046
239511,NHS,2020-05-14,0.0905
239512,NML,2020-05-14,0.0117
239513,NRO,2020-05-14,0.04
239514,AB,2020-05-08,0.64
239515,SEB,2020-05-06,2.25
239516,TMP,2020-05-08,0.52
239517,CEV,2020-05-08,0.0446
239518,VKI,2020-05-14,0.043
239519,ACV,2020-05-08,0.167
239520,ADS,2020-05-13,0.21
239521,AEP,2020-05-07,0.7
239522,AFB,2020-05-07,0.0458
239523,AFT,2020-05-14,0.077
239524,AHC,2020-05-14,0.08
239525,AIF,2020-05-14,0.081
239526,AIT,2020-05-14,0.32
239527,AIV,2020-05-14,0.41
239528,AJX,2020-05-14,0.17
239529,ALE,2020-05-14,0.6175
239530,ALX,2020-05-08,4.5
239531,AMG,2020-05-06,0.01
239532,ANH,2020-05-11,0.05
239533,EVV,2020-05-08,0.1
239534,AROC,2020-05-08,0.145
239535,ASA,2020-05-07,0.01
239536,AVK,2020-05-14,0.1172
239537,AWF,2020-05-07,0.0655
239538,AWK,2020-05-11,0.55
239539,AWR,2020-05-14,0.305
239540,AZZ,2020-05-06,0.17
239541,BAF,2020-05-14,0.0515
239542,BBD,2020-05-08,0.0035
239543,BBDO,2020-05-08,0.0031
239544,BBK,2020-05-14,0.056
239545,BBN,2020-05-14,0.1118
239546,BCX,2020-05-14,0.04
239547,BDJ,2020-05-14,0.05
239548,BFK,2020-05-14,0.0535
239549,BFO,2020-05-14,0.0025
239550,BFZ,2020-05-14,0.038
239551,BGIO,2020-05-14,0.05
239552,BGR,2020-05-14,0.047
239553,BGT,2020-05-14,0.0764
239554,BGY,2020-05-14,0.0338
239555,BBF,2020-05-14,0.0505
239556,BHK,2020-05-14,0.0676
239557,BIT,2020-05-14,0.1237
239558,BKN,2020-05-14,0.059
239559,BKT,2020-05-14,0.0344
239560,BLW,2020-05-14,0.0981
239561,BNY,2020-05-14,0.048
239562,BOE,2020-05-14,0.063
239563,BRO,2020-05-08,0.085
239564,BSBR,2020-05-08,0.0445
239565,BSD,2020-05-14,0.055
239566,BSE,2020-05-14,0.0405
239567,BSM,2020-05-13,0.08
239568,BST,2020-05-14,0.1655
239569,BTA,2020-05-14,0.0505
239570,BTT,2020-05-14,0.0624
239571,BTZ,2020-05-14,0.0839
239572,BUI,2020-05-14,0.121
239573,BWXT,2020-05-15,0.19
239574,AGCO,2020-05-14,0.16
239575,BKH,2020-05-15,0.535
239576,BKK,2020-05-14,0.01
239577,BYM,2020-05-14,0.048
239578,CADE,2020-05-07,0.05
239579,CAPL,2020-05-04,0.525
239580,CBD,2020-05-04,0.1052
239581,CBH,2020-05-08,0.046
239582,CC,2020-05-14,0.25
239583,CDR,2020-05-07,0.01
239584,CELP,2020-05-07,0.21
239585,CEQP,2020-05-07,0.625
239586,CF,2020-05-14,0.3
239587,CHCT,2020-05-14,0.42
239588,BP,2020-05-08,0.63
239589,CHD,2020-05-14,0.24
239590,CIF,2020-05-12,0.0175
239591,CII,2020-05-14,0.0875
239592,CINR,2020-05-07,0.34
239593,CIT,2020-05-07,0.35
239594,CMS,2020-05-14,0.4075
239595,CMU,2020-05-12,0.018
239596,CNA,2020-05-15,0.37
239597,CNS,2020-05-15,0.39
239598,CNXM,2020-05-06,0.0829
239599,COF,2020-05-08,0.4
239600,COG,2020-05-13,0.1
239601,COP,2020-05-08,0.42
239602,CORR,2020-05-14,0.05
239603,BQH,2020-05-14,0.048
239604,CRS,2020-05-04,0.2
239605,CSL,2020-05-14,0.5
239606,CSV,2020-05-08,0.075
239607,AFIN,2020-05-07,0.0708
239608,AMAL,2020-05-13,0.08
239609,ALSN,2020-05-15,0.17
239610,AMP,2020-05-15,1.04
239611,AWI,2020-05-06,0.2
239612,CLB,2020-05-07,0.01
239613,PTMN,2020-05-06,0.06
239614,EQNR,2020-05-14,0.27
239615,ESGRO,2020-05-14,0.4375
239616,ESGRP,2020-05-14,0.4375
239617,ET,2020-05-06,0.305
239618,ETRN,2020-05-11,0.15
239619,CS,2020-05-07,0.0713
239620,JEF,2020-05-15,0.15
239621,JHAA,2020-05-14,0.048
239622,AXO,2020-05-14,0.3993
239623,MSVB,2020-05-14,0.02
239624,NEWTI,2020-05-14,0.3906
239625,OBNK,2020-05-14,0.0925
239626,OPBK,2020-05-06,0.07
239627,OPINI,2020-05-14,0.3672
239628,OXSQ,2020-05-13,0.067
239629,RMI,2020-05-14,0.0917
239630,SAF,2020-05-14,0.4036
239631,STND,2020-05-08,0.221
239632,VAM,2020-05-06,0.0978
239633,WHFBZ,2020-05-14,0.4063
239634,LORL,2020-05-13,5.5
239635,CURO,2020-05-12,0.055
239636,CVI,2020-05-15,0.4
239637,CXE,2020-05-12,0.02
239638,CXO,2020-05-07,0.2
239639,DBL,2020-05-13,0.11
239640,DCF,2020-05-12,0.05
239641,DEA,2020-05-13,0.26
239642,DHF,2020-05-08,0.0215
239643,DHI,2020-05-08,0.175
239644,DLB,2020-05-15,0.22
239645,DLX,2020-05-15,0.3
239646,DRE,2020-05-13,0.235
239647,DSL,2020-05-13,0.15
239648,DSM,2020-05-13,0.03
239649,DSU,2020-05-14,0.0711
239650,DTF,2020-05-14,0.04
239651,DTJ,2020-05-14,0.3397
239652,DTW,2020-05-14,0.3318
239653,DUC,2020-05-14,0.05
239654,DUK,2020-05-14,0.945
239655,CXH,2020-05-12,0.037
239656,ECCB,2020-05-11,0.1615
239657,EDF,2020-05-14,0.08
239658,EDI,2020-05-14,0.08
239659,EEA,2020-05-15,0.1238
239660,DTQ,2020-05-14,0.3318
239661,EFL,2020-05-08,0.037
239662,EGF,2020-05-14,0.041
239663,EHT,2020-05-08,0.03
239664,EIG,2020-05-05,0.25
239665,EMR,2020-05-14,0.5
239666,ENB,2020-05-14,0.574
239667,BFST,2020-05-14,0.1
239668,ETR,2020-05-06,0.93
239669,EVA,2020-05-14,0.68
239670,EVF,2020-05-08,0.026
239671,EVN,2020-05-08,0.0427
239672,EXC,2020-05-14,0.3825
239673,FCF,2020-05-07,0.11
239674,FDP,2020-05-12,0.05
239675,FE,2020-05-06,0.39
239676,FII,2020-05-08,0.27
239677,FIX,2020-05-14,0.105
239678,FMO,2020-05-14,0.0325
239679,FOF,2020-05-12,0.087
239680,FRA,2020-05-14,0.0788
239681,FSB,2020-05-14,0.06
239682,FSS,2020-05-14,0.08
239683,FTS,2020-05-14,0.339
239684,GBAB,2020-05-14,0.1257
239685,GDV,2020-05-13,0.11
239686,GF,2020-05-15,0.3405
239687,GGM,2020-05-14,0.1813
239688,GHY,2020-05-14,0.105
239689,GIM,2020-05-14,0.0129
239690,GJO,2020-05-13,0.0358
239691,GJP,2020-05-13,0.0615
239692,GJR,2020-05-13,0.0175
239693,GJS,2020-05-13,0.0247
239694,GLOG,2020-05-15,0.05
239695,GLOP,2020-05-15,0.125
239696,GLP,2020-05-08,0.3937
239697,GMTA,2020-05-14,0.3594
239698,GNK,2020-05-15,0.02
239699,GNT,2020-05-13,0.05
239700,GOF,2020-05-14,0.1821
239701,FBK,2020-05-08,0.09
239702,GRC,2020-05-14,0.145
239703,GSK,2020-05-14,0.472
239704,GUT,2020-05-13,0.05
239705,GWB,2020-05-14,0.15
239706,GWW,2020-05-08,1.44
239707,HCI,2020-05-14,0.4
239708,HCP,2020-05-07,0.37
239709,HIW,2020-05-15,0.48
239710,HMLP,2020-05-07,0.44
239711,HON,2020-05-14,0.9
239712,HP,2020-05-08,0.71
239713,HPF,2020-05-08,0.1235
239714,HPI,2020-05-08,0.1235
239715,HPS,2020-05-08,0.11
239716,HR,2020-05-14,0.3
239717,HTD,2020-05-08,0.138
239718,HTGC,2020-05-13,0.32
239719,HTH,2020-05-14,0.09
239720,HYB,2020-05-14,0.05
239721,HYT,2020-05-14,0.0779
239722,IBA,2020-05-08,0.3291
239723,IBM,2020-05-07,1.63
239724,IEX,2020-05-14,0.5
239725,IHIT,2020-05-14,0.05
239726,IHTA,2020-05-14,0.0467
239727,IIM,2020-05-14,0.056
239728,INVH,2020-05-12,0.15
239729,IQI,2020-05-14,0.0487
239730,ISD,2020-05-14,0.105
239731,IVH,2020-05-13,0.1
239732,IVZ,2020-05-08,0.155
239733,JBGS,2020-05-12,0.225
239734,JBL,2020-05-14,0.08
239735,JCO,2020-05-14,0.047
239736,JEMD,2020-05-14,0.0375
239737,JFR,2020-05-14,0.057
239738,JGH,2020-05-14,0.102
239739,JHB,2020-05-14,0.037
239740,JHG,2020-05-15,0.36
239741,JHY,2020-05-14,0.016
239742,JLS,2020-05-14,0.091
239743,JMM,2020-05-14,0.027
239744,JPI,2020-05-14,0.1305
239745,JPC,2020-05-14,0.053
239746,JPS,2020-05-14,0.0505
239747,JPT,2020-05-14,0.1185
239748,JQC,2020-05-14,0.0884
239749,JRI,2020-05-14,0.0965
239750,JRO,2020-05-14,0.056
239751,JSD,2020-05-14,0.0875
239752,KBH,2020-05-06,0.09
239753,KIO,2020-05-14,0.125
239754,KKR,2020-05-15,0.135
239755,ENBL,2020-05-18,0.1653
239756,KMPR,2020-05-15,0.3
239757,KMT,2020-05-11,0.2
239758,KR,2020-05-14,0.16
239759,KSM,2020-05-15,0.0425
239760,KTF,2020-05-15,0.04
239761,LAD,2020-05-07,0.3
239762,LAZ,2020-05-08,0.47
239763,LDP,2020-05-12,0.156
239764,LEO,2020-05-13,0.035
239765,LGI,2020-05-11,0.1065
239766,LLY,2020-05-14,0.74
239767,LNN,2020-05-14,0.32
239768,LPX,2020-05-14,0.145
239769,LW,2020-05-07,0.23
239770,MAV,2020-05-18,0.0425
239771,MCA,2020-05-14,0.046
239772,MCR,2020-05-12,0.0547
239773,MEN,2020-05-14,0.039
239774,MET,2020-05-07,0.46
239775,MFC,2020-05-15,0.199
239776,MFL,2020-05-14,0.0455
239777,MFM,2020-05-12,0.026
239778,MFT,2020-05-14,0.05
239779,MFV,2020-05-12,0.0406
239780,MGF,2020-05-12,0.0292
239781,MHD,2020-05-14,0.0605
239782,MHN,2020-05-14,0.0445
239783,HBI,2020-05-18,0.15
239784,MHNC,2020-05-14,0.484
239785,MIE,2020-05-12,0.015
239786,MIN,2020-05-12,0.0281
239787,MIY,2020-05-14,0.049
239788,MMD,2020-05-14,0.085
239789,MMP,2020-05-07,1.0275
239790,MMS,2020-05-14,0.28
239791,MMT,2020-05-12,0.0379
239792,MNE,2020-05-14,0.036
239793,MNR,2020-05-14,0.17
239794,MPA,2020-05-14,0.046
239795,MPLX,2020-05-07,0.6875
239796,MPX,2020-05-08,0.08
239797,MQT,2020-05-14,0.044
239798,MQY,2020-05-14,0.053
239799,MSCI,2020-05-14,0.68
239800,MTG,2020-05-08,0.06
239801,MUA,2020-05-14,0.0525
239802,MUC,2020-05-14,0.046
239803,MUE,2020-05-14,0.044
239804,HNI,2020-05-14,0.305
239805,MUH,2020-05-14,0.0565
239806,MUI,2020-05-14,0.0445
239807,MUJ,2020-05-14,0.054
239808,MUR,2020-05-15,0.125
239809,MUS,2020-05-14,0.0445
239810,MVT,2020-05-14,0.0555
239811,MWA,2020-05-08,0.0525
239812,MYC,2020-05-14,0.043
239813,MYD,2020-05-14,0.056
239814,MYF,2020-05-14,0.056
239815,MYI,2020-05-14,0.0445
239816,MYJ,2020-05-14,0.0605
239817,MYN,2020-05-14,0.0425
239818,NAC,2020-05-14,0.052
239819,NAD,2020-05-14,0.057
239820,NAN,2020-05-14,0.052
239821,NAZ,2020-05-14,0.0438
239822,NBB,2020-05-14,0.0925
239823,NBL,2020-05-08,0.02
239824,NBLX,2020-05-07,0.1875
239825,NCA,2020-05-14,0.0265
239826,NCB,2020-05-14,0.0345
239827,NCV,2020-05-08,0.0425
239828,NCZ,2020-05-08,0.0375
239829,NEA,2020-05-14,0.0565
239830,NEV,2020-05-14,0.061
239831,NHA,2020-05-14,0.013
239832,NID,2020-05-14,0.0425
239833,NIM,2020-05-14,0.0265
239834,NIQ,2020-05-14,0.0355
239835,NJV,2020-05-14,0.031
239836,NKG,2020-05-14,0.04
239837,NKX,2020-05-14,0.0515
239838,NMI,2020-05-14,0.033
239839,NMM,2020-05-08,0.3
239840,NMS,2020-05-14,0.0445
239841,NMZ,2020-05-14,0.062
239842,NNY,2020-05-14,0.028
239843,NOM,2020-05-14,0.036
239844,NPN,2020-05-14,0.0305
239845,NMT,2020-05-14,0.0445
239846,NMY,2020-05-14,0.0485
239847,NP,2020-05-14,0.47
239848,NPV,2020-05-14,0.047
239849,NQP,2020-05-14,0.0505
239850,NRK,2020-05-14,0.045
239851,NRT,2020-05-14,0.11
239852,NS,2020-05-08,0.4
239853,NSC,2020-05-07,0.94
239854,NSL,2020-05-14,0.035
239855,NUM,2020-05-14,0.0445
239856,NUO,2020-05-14,0.044
239857,NUV,2020-05-14,0.031
239858,NUW,2020-05-14,0.039
239859,NVG,2020-05-14,0.0655
239860,NXC,2020-05-14,0.0437
239861,NXJ,2020-05-14,0.0515
239862,NXN,2020-05-14,0.0395
239863,NXP,2020-05-14,0.0455
239864,NXQ,2020-05-14,0.042
239865,NXR,2020-05-14,0.0435
239866,NYCB,2020-05-07,0.17
239867,NYV,2020-05-14,0.0275
239868,NZF,2020-05-14,0.0625
239869,ODC,2020-05-14,0.25
239870,OGS,2020-05-12,0.54
239871,OIA,2020-05-14,0.0316
239872,OLN,2020-05-08,0.2
239873,OPP,2020-05-14,0.18
239874,OPY,2020-05-14,0.12
239875,OSK,2020-05-14,0.3
239876,PCF,2020-05-14,0.082
239877,PCI,2020-05-08,0.174
239878,PCK,2020-05-08,0.032
239879,PCM,2020-05-08,0.08
239880,PCN,2020-05-08,0.1125
239881,PCQ,2020-05-08,0.065
239882,PDI,2020-05-08,0.2205
239883,PDT,2020-05-08,0.0975
239884,PEO,2020-05-15,0.1
239885,PFE,2020-05-07,0.38
239886,PFL,2020-05-08,0.09
239887,PFN,2020-05-08,0.08
239888,PGZ,2020-05-14,0.11
239889,PH,2020-05-07,0.88
239890,PHD,2020-05-18,0.06
239891,PHK,2020-05-08,0.0613
239892,PHT,2020-05-18,0.0675
239893,PKO,2020-05-08,0.19
239894,PML,2020-05-08,0.059
239895,PMX,2020-05-08,0.046
239896,PNF,2020-05-08,0.042
239897,PNI,2020-05-08,0.04
239898,PPG,2020-05-08,0.51
239899,PPR,2020-05-08,0.0165
239900,PSX,2020-05-15,0.9
239901,PTY,2020-05-08,0.13
239902,PYN,2020-05-08,0.0355
239903,PYT,2020-05-13,0.1812
239904,PZC,2020-05-08,0.038
239905,R,2020-05-15,0.56
239906,RA,2020-05-12,0.199
239907,RCS,2020-05-08,0.0612
239908,PMF,2020-05-08,0.054
239909,REG,2020-05-15,0.595
239910,RFI,2020-05-12,0.08
239911,RGR,2020-05-15,0.35
239912,RIV,2020-05-14,0.18
239913,RMAX,2020-05-18,0.22
239914,RMD,2020-05-13,0.39
239915,RNP,2020-05-12,0.124
239916,ROK,2020-05-15,1.02
239917,ROL,2020-05-08,0.08
239918,RQI,2020-05-12,0.08
239919,RXN,2020-05-19,0.08
239920,SBR,2020-05-14,0.1517
239921,SCCO,2020-05-12,0.2
239922,SDR,2020-05-14,0.015
239923,SDT,2020-05-14,0.0128
239924,SJM,2020-05-14,0.88
239925,SMM,2020-05-15,0.06
